rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
23,302901,262,"['d', 'e', 'v', 'e', 'v']",4,293,"['e', 'v', 'e', 'e', 'e']",7,,
23,302907,285,"['e', 'd', 'd', 'e', 'e']",14,276,"['e', 'd', 'e', 'e', 'd']",11,,
23,302904,277,"['e', 'd', 'v', 'd', 'd']",17,283,"['e', 'd', 'e', 'd', 'e']",12,,
23,302909,356,"['d', 'v', 'v', 'v', 'd']",8,264,"['e', 'v', 'e', 'e', 'e']",13,,
23,302908,294,"['d', 'd', 'd', 'd', 'd']",20,265,"['v', 'd', 'v', 'd', 'e']",16,,
23,302905,280,"['v', 'e', 'd', 'v', 'e']",6,284,"['d', 'v', 'd', 'v', 'v']",3,,
23,302910,1371,"['v', 'd', 'd', 'd', 'd']",10,327,"['d', 'd', 'd', 'v', 'v']",19,,
23,302903,275,"['d', 'v', 'v', 'v', 'e']",2,290,"['v', 'v', 'e', 'e', 'e']",15,,
23,302902,267,"['v', 'e', 'v', 'd', 'e']",18,266,"['v', 'd', 'v', 'e', 'v']",5,,
23,302906,282,"['v', 'v', 'd', 'v', 'e']",9,263,"['e', 'v', 'e', 'v', 'd']",1,,
